"period"	"subject"	"perc_stock"	"condition"
101	"le25"	0.970030881527232	"Shock experience"
102	"le25"	0	"Shock experience"
103	"le25"	0	"Shock experience"
104	"le25"	0	"Shock experience"
105	"le25"	0	"Shock experience"
106	"le25"	0.939977587897465	"Shock experience"
107	"le25"	0	"Shock experience"
108	"le25"	0.609989521480964	"Shock experience"
109	"le25"	0	"Shock experience"
110	"le25"	0	"Shock experience"
111	"le25"	0	"Shock experience"
112	"le25"	0	"Shock experience"
113	"le25"	0	"Shock experience"
114	"le25"	0	"Shock experience"
115	"le25"	0	"Shock experience"
116	"le25"	0.690003459010723	"Shock experience"
117	"le25"	0	"Shock experience"
118	"le25"	0	"Shock experience"
119	"le25"	0.64	"Shock experience"
120	"le25"	0.96003176283748	"Shock experience"
121	"le25"	0.679992373204525	"Shock experience"
122	"le25"	0.679992573797883	"Shock experience"
123	"le25"	1	"Shock experience"
124	"le25"	0.790003299241175	"Shock experience"
125	"le25"	0.789994649545211	"Shock experience"
126	"le25"	0	"Shock experience"
127	"le25"	0.599989081181416	"Shock experience"
128	"le25"	0.620017191361341	"Shock experience"
129	"le25"	0	"Shock experience"
130	"le25"	0	"Shock experience"
131	"le25"	0.889983672090536	"Shock experience"
132	"le25"	0	"Shock experience"
133	"le25"	0	"Shock experience"
134	"le25"	0	"Shock experience"
135	"le25"	1	"Shock experience"
136	"le25"	0	"Shock experience"
137	"le25"	0.620013041674077	"Shock experience"
138	"le25"	0.690024444185776	"Shock experience"
139	"le25"	0	"Shock experience"
140	"le25"	0.649977476028058	"Shock experience"
141	"le25"	0.810010894564823	"Shock experience"
142	"le25"	0.55999035331002	"Shock experience"
143	"le25"	0	"Shock experience"
144	"le25"	0.649990859789166	"Shock experience"
145	"le25"	0	"Shock experience"
146	"le25"	0	"Shock experience"
147	"le25"	0	"Shock experience"
148	"le25"	0	"Shock experience"
149	"le25"	0	"Shock experience"
150	"le25"	0.719997535731888	"Shock experience"
151	"le25"	0	"Shock experience"
152	"le25"	0.590001280245807	"Shock experience"
153	"le25"	0	"Shock experience"
154	"le25"	0	"Shock experience"
155	"le25"	0	"Shock experience"
156	"le25"	0	"Shock experience"
157	"le25"	0	"Shock experience"
158	"le25"	0.95999492804159	"Shock experience"
159	"le25"	0.0100006667111141	"Shock experience"
160	"le25"	0.589994020330875	"Shock experience"
161	"le25"	0.590006489292667	"Shock experience"
162	"le25"	0.589990375360924	"Shock experience"
163	"le25"	0.589980266089503	"Shock experience"
164	"le25"	0.589985622304182	"Shock experience"
165	"le25"	0.590010469914393	"Shock experience"
166	"le25"	0.079985095944855	"Shock experience"
167	"le25"	0	"Shock experience"
168	"le25"	0.700018597731077	"Shock experience"
169	"le25"	0	"Shock experience"
170	"le25"	0	"Shock experience"
171	"le25"	0.619997514292816	"Shock experience"
172	"le25"	0	"Shock experience"
1	"le29"	0.03	"Shock experience"
2	"le29"	0.109993025804523	"Shock experience"
3	"le29"	0.0700039888312724	"Shock experience"
4	"le29"	0.290027810885975	"Shock experience"
5	"le29"	0.06	"Shock experience"
6	"le29"	0	"Shock experience"
7	"le29"	0	"Shock experience"
8	"le29"	0	"Shock experience"
9	"le29"	0.0500330406872463	"Shock experience"
10	"le29"	0.209965084457865	"Shock experience"
11	"le29"	0	"Shock experience"
12	"le29"	0.740017154293338	"Shock experience"
13	"le29"	0.739965596330275	"Shock experience"
14	"le29"	0.739981360671016	"Shock experience"
15	"le29"	0.0399666172106825	"Shock experience"
16	"le29"	0	"Shock experience"
17	"le29"	0	"Shock experience"
18	"le29"	0	"Shock experience"
19	"le29"	0.600018402649982	"Shock experience"
20	"le29"	0	"Shock experience"
21	"le29"	0	"Shock experience"
22	"le29"	0.779996214988645	"Shock experience"
23	"le29"	0.779988410276222	"Shock experience"
24	"le29"	0	"Shock experience"
25	"le29"	0	"Shock experience"
26	"le29"	0	"Shock experience"
27	"le29"	0	"Shock experience"
28	"le29"	0.230033235975425	"Shock experience"
29	"le29"	1	"Shock experience"
30	"le29"	0	"Shock experience"
31	"le29"	0	"Shock experience"
32	"le29"	0	"Shock experience"
33	"le29"	0.0500097675327212	"Shock experience"
34	"le29"	0.0100419225894511	"Shock experience"
35	"le29"	0.0100204300029186	"Shock experience"
36	"le29"	0	"Shock experience"
37	"le29"	0	"Shock experience"
38	"le29"	0	"Shock experience"
39	"le29"	0	"Shock experience"
40	"le29"	0	"Shock experience"
41	"le29"	0.180021111217733	"Shock experience"
42	"le29"	0.389988687782805	"Shock experience"
43	"le29"	0	"Shock experience"
44	"le29"	0	"Shock experience"
45	"le29"	0.04	"Shock experience"
46	"le29"	0	"Shock experience"
47	"le29"	0.120007754943777	"Shock experience"
48	"le29"	0	"Shock experience"
49	"le29"	0.23001253737101	"Shock experience"
50	"le29"	0	"Shock experience"
51	"le29"	0	"Shock experience"
52	"le29"	0	"Shock experience"
53	"le29"	0.300018982536067	"Shock experience"
54	"le29"	0	"Shock experience"
55	"le29"	0.410022564874013	"Shock experience"
56	"le29"	0	"Shock experience"
57	"le29"	1	"Shock experience"
58	"le29"	0	"Shock experience"
59	"le29"	0	"Shock experience"
60	"le29"	0	"Shock experience"
61	"le29"	0.239965921999243	"Shock experience"
62	"le29"	0	"Shock experience"
63	"le29"	0	"Shock experience"
64	"le29"	0.269979217834876	"Shock experience"
65	"le29"	0.119973938942666	"Shock experience"
66	"le29"	0	"Shock experience"
67	"le29"	0.130005536076767	"Shock experience"
68	"le29"	0	"Shock experience"
69	"le29"	0	"Shock experience"
70	"le29"	0	"Shock experience"
71	"le29"	0	"Shock experience"
72	"le29"	0.300009096697899	"Shock experience"
73	"le29"	0	"Shock experience"
74	"le29"	0.219992834109638	"Shock experience"
75	"le29"	0	"Shock experience"
76	"le29"	0	"Shock experience"
77	"le29"	0	"Shock experience"
78	"le29"	0.349995552788402	"Shock experience"
79	"le29"	0	"Shock experience"
80	"le29"	0.350035223670306	"Shock experience"
81	"le29"	0.339998276307851	"Shock experience"
82	"le29"	0	"Shock experience"
83	"le29"	0	"Shock experience"
84	"le29"	0	"Shock experience"
85	"le29"	0.420022133310633	"Shock experience"
86	"le29"	0	"Shock experience"
87	"le29"	0.509991603694374	"Shock experience"
88	"le29"	0.589982953161783	"Shock experience"
89	"le29"	0.59002423579079	"Shock experience"
90	"le29"	0	"Shock experience"
91	"le29"	0	"Shock experience"
92	"le29"	0.660010835074685	"Shock experience"
93	"le29"	0	"Shock experience"
94	"le29"	0.220006256843422	"Shock experience"
95	"le29"	0.220001567520966	"Shock experience"
96	"le29"	0	"Shock experience"
97	"le29"	0	"Shock experience"
98	"le29"	0	"Shock experience"
99	"le29"	0	"Shock experience"
100	"le29"	0	"Shock experience"
101	"le29"	0.639990862712252	"Shock experience"
102	"le29"	0	"Shock experience"
103	"le29"	0	"Shock experience"
104	"le29"	0	"Shock experience"
105	"le29"	0	"Shock experience"
106	"le29"	0	"Shock experience"
107	"le29"	0	"Shock experience"
108	"le29"	0.569986439656471	"Shock experience"
109	"le29"	0	"Shock experience"
110	"le29"	0	"Shock experience"
111	"le29"	0	"Shock experience"
112	"le29"	0	"Shock experience"
113	"le29"	0	"Shock experience"
114	"le29"	0	"Shock experience"
115	"le29"	0	"Shock experience"
116	"le29"	0	"Shock experience"
117	"le29"	0	"Shock experience"
118	"le29"	0	"Shock experience"
119	"le29"	0	"Shock experience"
120	"le29"	0.639994094633498	"Shock experience"
121	"le29"	0.209993538660349	"Shock experience"
122	"le29"	0.509986495131139	"Shock experience"
123	"le29"	0.739995964758894	"Shock experience"
124	"le29"	0.479994803845155	"Shock experience"
125	"le29"	0.249984044929479	"Shock experience"
126	"le29"	0	"Shock experience"
127	"le29"	0	"Shock experience"
128	"le29"	0.429994253974334	"Shock experience"
129	"le29"	0	"Shock experience"
130	"le29"	0	"Shock experience"
131	"le29"	0	"Shock experience"
132	"le29"	0	"Shock experience"
133	"le29"	0	"Shock experience"
134	"le29"	0	"Shock experience"
135	"le29"	0.580006512536633	"Shock experience"
136	"le29"	0.0899702085402185	"Shock experience"
137	"le29"	0.590001975894092	"Shock experience"
138	"le29"	0.589982527664531	"Shock experience"
139	"le29"	0	"Shock experience"
140	"le29"	0	"Shock experience"
141	"le29"	0.63002247822422	"Shock experience"
142	"le29"	0	"Shock experience"
143	"le29"	0	"Shock experience"
144	"le29"	0	"Shock experience"
145	"le29"	0	"Shock experience"
146	"le29"	0	"Shock experience"
147	"le29"	0	"Shock experience"
148	"le29"	0	"Shock experience"
149	"le29"	0	"Shock experience"
150	"le29"	0.570017152658662	"Shock experience"
151	"le29"	0	"Shock experience"
152	"le29"	0.430004237886707	"Shock experience"
153	"le29"	0	"Shock experience"
154	"le29"	0	"Shock experience"
155	"le29"	0	"Shock experience"
156	"le29"	0	"Shock experience"
157	"le29"	0	"Shock experience"
158	"le29"	0	"Shock experience"
159	"le29"	0	"Shock experience"
160	"le29"	0	"Shock experience"
161	"le29"	0.720011094161697	"Shock experience"
162	"le29"	0	"Shock experience"
163	"le29"	1	"Shock experience"
164	"le29"	1	"Shock experience"
165	"le29"	1	"Shock experience"
166	"le29"	0	"Shock experience"
167	"le29"	0	"Shock experience"
168	"le29"	0.710019646365422	"Shock experience"
169	"le29"	0	"Shock experience"
170	"le29"	0	"Shock experience"
171	"le29"	0	"Shock experience"
172	"le29"	0	"Shock experience"
1	"le33"	0.4	"Shock experience"
2	"le33"	0.329997056226082	"Shock experience"
3	"le33"	0.339992088607595	"Shock experience"
4	"le33"	0.4299990202802	"Shock experience"
5	"le33"	0.140018570102136	"Shock experience"
6	"le33"	0.559985302223039	"Shock experience"
7	"le33"	0.559988546339601	"Shock experience"
8	"le33"	0.4900314795383	"Shock experience"
9	"le33"	0.490009855747693	"Shock experience"
10	"le33"	0.490010035580695	"Shock experience"
11	"le33"	0.770028275212064	"Shock experience"
12	"le33"	0.159973416880281	"Shock experience"
13	"le33"	0.16003033750474	"Shock experience"
14	"le33"	0.159969888021078	"Shock experience"
15	"le33"	0.300028145229384	"Shock experience"
16	"le33"	0.459979061577996	"Shock experience"
17	"le33"	0.459989984977466	"Shock experience"
18	"le33"	0.89996984015281	"Shock experience"
19	"le33"	0.5	"Shock experience"
20	"le33"	0.5	"Shock experience"
21	"le33"	0.5	"Shock experience"
22	"le33"	0.5	"Shock experience"
23	"le33"	0.5	"Shock experience"
24	"le33"	0.0300183983731965	"Shock experience"
25	"le33"	0.72003482635194	"Shock experience"
26	"le33"	0.310013717421125	"Shock experience"
27	"le33"	0.309959349593496	"Shock experience"
28	"le33"	0.830015923566879	"Shock experience"
29	"le33"	0.829980349957893	"Shock experience"
30	"le33"	0.829961778689289	"Shock experience"
31	"le33"	0.14997104806022	"Shock experience"
32	"le33"	0.149985578309778	"Shock experience"
33	"le33"	0.579990426041168	"Shock experience"
34	"le33"	0.5	"Shock experience"
35	"le33"	0.470003895597974	"Shock experience"
36	"le33"	0.110017611105356	"Shock experience"
37	"le33"	0.0199561174380942	"Shock experience"
38	"le33"	0.0199979168836579	"Shock experience"
39	"le33"	0	"Shock experience"
40	"le33"	0	"Shock experience"
41	"le33"	1	"Shock experience"
42	"le33"	1	"Shock experience"
43	"le33"	0.420014763260572	"Shock experience"
44	"le33"	0.420004238186056	"Shock experience"
45	"le33"	0.420031628887718	"Shock experience"
46	"le33"	0.420012746972594	"Shock experience"
47	"le33"	0.9199593702387	"Shock experience"
48	"le33"	0.0400081029069179	"Shock experience"
49	"le33"	0.679975801572898	"Shock experience"
50	"le33"	0.680003951788184	"Shock experience"
51	"le33"	0.679996069954804	"Shock experience"
52	"le33"	0.36996935648621	"Shock experience"
53	"le33"	0.419988043045038	"Shock experience"
54	"le33"	0.420033586881359	"Shock experience"
55	"le33"	0.509978890807906	"Shock experience"
56	"le33"	0.620043531749787	"Shock experience"
57	"le33"	0.720018450184502	"Shock experience"
58	"le33"	0.480007526578229	"Shock experience"
59	"le33"	0.480003737619137	"Shock experience"
60	"le33"	0.409981167608286	"Shock experience"
61	"le33"	0.409961685823755	"Shock experience"
62	"le33"	0.130009407337723	"Shock experience"
63	"le33"	0.130014091122593	"Shock experience"
64	"le33"	0.129955123410621	"Shock experience"
65	"le33"	1	"Shock experience"
66	"le33"	0.0200197504264297	"Shock experience"
67	"le33"	0.579992841803865	"Shock experience"
68	"le33"	0.579982285208149	"Shock experience"
69	"le33"	0.990017513134851	"Shock experience"
70	"le33"	0.279968034096963	"Shock experience"
71	"le33"	0	"Shock experience"
72	"le33"	0	"Shock experience"
73	"le33"	1	"Shock experience"
74	"le33"	1	"Shock experience"
75	"le33"	0.28998349404917	"Shock experience"
76	"le33"	0	"Shock experience"
77	"le33"	0	"Shock experience"
78	"le33"	0	"Shock experience"
79	"le33"	0	"Shock experience"
80	"le33"	1	"Shock experience"
81	"le33"	0.0499920647516267	"Shock experience"
82	"le33"	0.0500079126444058	"Shock experience"
83	"le33"	1	"Shock experience"
84	"le33"	0	"Shock experience"
85	"le33"	0	"Shock experience"
86	"le33"	0.5	"Shock experience"
87	"le33"	0.659987019308778	"Shock experience"
88	"le33"	1	"Shock experience"
89	"le33"	1	"Shock experience"
90	"le33"	0.430013068099317	"Shock experience"
91	"le33"	0.510020831836793	"Shock experience"
92	"le33"	0.680031112996747	"Shock experience"
93	"le33"	0	"Shock experience"
94	"le33"	0	"Shock experience"
95	"le33"	0	"Shock experience"
96	"le33"	0.610016361954898	"Shock experience"
97	"le33"	0	"Shock experience"
98	"le33"	0	"Shock experience"
99	"le33"	0	"Shock experience"
100	"le33"	0	"Shock experience"
101	"le33"	0	"Shock experience"
102	"le33"	0	"Shock experience"
103	"le33"	0	"Shock experience"
104	"le33"	0	"Shock experience"
105	"le33"	0	"Shock experience"
106	"le33"	0	"Shock experience"
107	"le33"	0	"Shock experience"
108	"le33"	0.070016184645697	"Shock experience"
109	"le33"	0	"Shock experience"
110	"le33"	0	"Shock experience"
111	"le33"	0	"Shock experience"
112	"le33"	0	"Shock experience"
113	"le33"	0	"Shock experience"
114	"le33"	0	"Shock experience"
115	"le33"	0	"Shock experience"
116	"le33"	0	"Shock experience"
117	"le33"	0	"Shock experience"
118	"le33"	0	"Shock experience"
119	"le33"	0	"Shock experience"
120	"le33"	0.349993162860659	"Shock experience"
121	"le33"	0	"Shock experience"
122	"le33"	0.380006709158001	"Shock experience"
123	"le33"	0.679981988936061	"Shock experience"
124	"le33"	1	"Shock experience"
125	"le33"	0	"Shock experience"
126	"le33"	0	"Shock experience"
127	"le33"	0	"Shock experience"
128	"le33"	0	"Shock experience"
129	"le33"	0	"Shock experience"
130	"le33"	0	"Shock experience"
131	"le33"	0	"Shock experience"
132	"le33"	0	"Shock experience"
133	"le33"	0	"Shock experience"
134	"le33"	0	"Shock experience"
135	"le33"	0	"Shock experience"
136	"le33"	0	"Shock experience"
137	"le33"	0	"Shock experience"
138	"le33"	0.030018652366519	"Shock experience"
139	"le33"	0	"Shock experience"
140	"le33"	0	"Shock experience"
141	"le33"	0.110000581091289	"Shock experience"
142	"le33"	0	"Shock experience"
143	"le33"	0	"Shock experience"
144	"le33"	0	"Shock experience"
145	"le33"	0	"Shock experience"
146	"le33"	0	"Shock experience"
147	"le33"	0	"Shock experience"
148	"le33"	0	"Shock experience"
149	"le33"	0	"Shock experience"
150	"le33"	0	"Shock experience"
151	"le33"	0	"Shock experience"
152	"le33"	0	"Shock experience"
153	"le33"	0	"Shock experience"
154	"le33"	0	"Shock experience"
155	"le33"	0	"Shock experience"
156	"le33"	0	"Shock experience"
157	"le33"	0	"Shock experience"
158	"le33"	0.080015591068545	"Shock experience"
159	"le33"	0	"Shock experience"
160	"le33"	0	"Shock experience"
161	"le33"	0.0299750208159867	"Shock experience"
162	"le33"	0.0800265648347999	"Shock experience"
163	"le33"	0.130019858781995	"Shock experience"
164	"le33"	1	"Shock experience"
165	"le33"	1	"Shock experience"
166	"le33"	0	"Shock experience"
167	"le33"	0	"Shock experience"
168	"le33"	0	"Shock experience"
169	"le33"	0	"Shock experience"
170	"le33"	0	"Shock experience"
171	"le33"	0	"Shock experience"
172	"le33"	0	"Shock experience"
1	"le37"	0.5	"Shock experience"
2	"le37"	0.709957979087267	"Shock experience"
3	"le37"	0.419956140350877	"Shock experience"
4	"le37"	0.690001971997634	"Shock experience"
5	"le37"	0.860032656023222	"Shock experience"
6	"le37"	0.570014631207505	"Shock experience"
7	"le37"	0.260001790029535	"Shock experience"
8	"le37"	0.74997856469176	"Shock experience"
9	"le37"	0.410002674511902	"Shock experience"
10	"le37"	0.270013568521031	"Shock experience"
11	"le37"	0.0599760831570233	"Shock experience"
12	"le37"	0.0999908181066936	"Shock experience"
13	"le37"	0.129972502291476	"Shock experience"
14	"le37"	0.249977233403151	"Shock experience"
15	"le37"	0.310009982757056	"Shock experience"
16	"le37"	0.0799705177814631	"Shock experience"
17	"le37"	0.0800333858851897	"Shock experience"
18	"le37"	0.130024078533062	"Shock experience"
19	"le37"	0.590014577259475	"Shock experience"
20	"le37"	0.140033879164314	"Shock experience"
21	"le37"	0.0999905758175478	"Shock experience"
22	"le37"	0.369982221390474	"Shock experience"
23	"le37"	0.160030194376297	"Shock experience"
24	"le37"	0.0700285442435775	"Shock experience"
25	"le37"	0.0299971431292258	"Shock experience"
26	"le37"	0.0900190114068441	"Shock experience"
27	"le37"	0.0300095877277085	"Shock experience"
28	"le37"	0.430017185411495	"Shock experience"
29	"le37"	0.659988921713442	"Shock experience"
30	"le37"	0.5	"Shock experience"
31	"le37"	0.0500093826233815	"Shock experience"
32	"le37"	0.200018710824212	"Shock experience"
33	"le37"	0.4	"Shock experience"
34	"le37"	0.0399775826639268	"Shock experience"
35	"le37"	0.0400149239809719	"Shock experience"
36	"le37"	0.0100084182957628	"Shock experience"
37	"le37"	0	"Shock experience"
38	"le37"	0.0500279485746227	"Shock experience"
39	"le37"	0	"Shock experience"
40	"le37"	0.0399925247617268	"Shock experience"
41	"le37"	0.200018545994065	"Shock experience"
42	"le37"	0.479996362975086	"Shock experience"
43	"le37"	0	"Shock experience"
44	"le37"	0.020045601368041	"Shock experience"
45	"le37"	0.0799772576518526	"Shock experience"
46	"le37"	0.0800189393939394	"Shock experience"
47	"le37"	0.359973765576689	"Shock experience"
48	"le37"	0.0899915895710681	"Shock experience"
49	"le37"	0.309983299313416	"Shock experience"
50	"le37"	0.139998163958505	"Shock experience"
51	"le37"	0.140007320644217	"Shock experience"
52	"le37"	0.0199760655435883	"Shock experience"
53	"le37"	0.259996331621423	"Shock experience"
54	"le37"	0.240043743734621	"Shock experience"
55	"le37"	0.429991047448523	"Shock experience"
56	"le37"	0.540026536930562	"Shock experience"
57	"le37"	0.570007783447202	"Shock experience"
58	"le37"	0.0300210674157303	"Shock experience"
59	"le37"	0.0700280112044818	"Shock experience"
60	"le37"	0.039965019676432	"Shock experience"
61	"le37"	0.0800348735832607	"Shock experience"
62	"le37"	0.0500087123192194	"Shock experience"
63	"le37"	0.049995652551952	"Shock experience"
64	"le37"	0.12001733102253	"Shock experience"
65	"le37"	0.399982807530302	"Shock experience"
66	"le37"	0.400016946280291	"Shock experience"
67	"le37"	0.589975895603026	"Shock experience"
68	"le37"	0.389995063353628	"Shock experience"
69	"le37"	0.389999184272779	"Shock experience"
70	"le37"	0.0600278437474408	"Shock experience"
71	"le37"	0.040019641541861	"Shock experience"
72	"le37"	0.309999185070491	"Shock experience"
73	"le37"	0.430007236471818	"Shock experience"
74	"le37"	0.559987337765116	"Shock experience"
75	"le37"	0.0900198807157058	"Shock experience"
76	"le37"	0.309988971167481	"Shock experience"
77	"le37"	0.03	"Shock experience"
78	"le37"	0.0800284967941107	"Shock experience"
79	"le37"	0.290007098351605	"Shock experience"
80	"le37"	0.329981290926099	"Shock experience"
81	"le37"	0.66002138710663	"Shock experience"
82	"le37"	0.22999924167741	"Shock experience"
83	"le37"	0.229995462108607	"Shock experience"
84	"le37"	0.0199908438882954	"Shock experience"
85	"le37"	0.0900098911968348	"Shock experience"
86	"le37"	0.249981062040755	"Shock experience"
87	"le37"	0.400015018397537	"Shock experience"
88	"le37"	0.629978805817438	"Shock experience"
89	"le37"	0.730004915385156	"Shock experience"
90	"le37"	0.139984640089367	"Shock experience"
91	"le37"	0.209974300201431	"Shock experience"
92	"le37"	0.279975192943771	"Shock experience"
93	"le37"	0.0399916972254895	"Shock experience"
94	"le37"	0.190016547159404	"Shock experience"
95	"le37"	0.0299661672305462	"Shock experience"
96	"le37"	0.429985564033821	"Shock experience"
97	"le37"	0.0400277970813065	"Shock experience"
98	"le37"	0.0999930656681229	"Shock experience"
99	"le37"	0.0499930661489391	"Shock experience"
100	"le37"	0.0899723374827109	"Shock experience"
101	"le37"	0.230032167545	"Shock experience"
102	"le37"	0.119978098692766	"Shock experience"
103	"le37"	0.029974621030249	"Shock experience"
104	"le37"	0	"Shock experience"
105	"le37"	0.0300102774922919	"Shock experience"
106	"le37"	0.0600013667737306	"Shock experience"
107	"le37"	0.139974091497921	"Shock experience"
108	"le37"	0.330018266693728	"Shock experience"
109	"le37"	0.0800081433224756	"Shock experience"
110	"le37"	0	"Shock experience"
111	"le37"	0.0400081788440567	"Shock experience"
112	"le37"	0.040002721273556	"Shock experience"
113	"le37"	0	"Shock experience"
114	"le37"	0	"Shock experience"
115	"le37"	0	"Shock experience"
116	"le37"	0.0800189074211628	"Shock experience"
117	"le37"	0	"Shock experience"
118	"le37"	0	"Shock experience"
119	"le37"	0.0300269905533063	"Shock experience"
120	"le37"	0.190004019831167	"Shock experience"
121	"le37"	0.190024540691119	"Shock experience"
122	"le37"	0.189972401103956	"Shock experience"
123	"le37"	0.189989719866358	"Shock experience"
124	"le37"	0.269988559806788	"Shock experience"
125	"le37"	0.35998491419951	"Shock experience"
126	"le37"	0.0199771689497717	"Shock experience"
127	"le37"	0.0600101176173011	"Shock experience"
128	"le37"	0.269984251968504	"Shock experience"
129	"le37"	0.020002572678158	"Shock experience"
130	"le37"	0	"Shock experience"
131	"le37"	0	"Shock experience"
132	"le37"	0	"Shock experience"
133	"le37"	0	"Shock experience"
134	"le37"	0	"Shock experience"
135	"le37"	0.129979700583608	"Shock experience"
136	"le37"	0.0299930101035776	"Shock experience"
137	"le37"	0.0799873337555415	"Shock experience"
138	"le37"	0.269999369602219	"Shock experience"
139	"le37"	0	"Shock experience"
140	"le37"	0.100013056534796	"Shock experience"
141	"le37"	0.320020646493322	"Shock experience"
142	"le37"	0.320018011063939	"Shock experience"
143	"le37"	0.0899851103774196	"Shock experience"
144	"le37"	0.149990335674248	"Shock experience"
145	"le37"	0.0299974140160331	"Shock experience"
146	"le37"	0.0299980646409909	"Shock experience"
147	"le37"	0.0299883915903521	"Shock experience"
148	"le37"	0	"Shock experience"
149	"le37"	0	"Shock experience"
150	"le37"	0	"Shock experience"
151	"le37"	0	"Shock experience"
152	"le37"	0	"Shock experience"
153	"le37"	0	"Shock experience"
154	"le37"	0	"Shock experience"
155	"le37"	0	"Shock experience"
156	"le37"	0	"Shock experience"
157	"le37"	0	"Shock experience"
158	"le37"	0.189981750676484	"Shock experience"
159	"le37"	0	"Shock experience"
160	"le37"	0.129997469635628	"Shock experience"
161	"le37"	0.350018841854038	"Shock experience"
162	"le37"	0.429978186350888	"Shock experience"
163	"le37"	0.429995665366277	"Shock experience"
164	"le37"	0.590009770395701	"Shock experience"
165	"le37"	0.689989170978222	"Shock experience"
166	"le37"	0.0500182326485961	"Shock experience"
167	"le37"	0	"Shock experience"
168	"le37"	0	"Shock experience"
169	"le37"	0	"Shock experience"
170	"le37"	0	"Shock experience"
171	"le37"	0.440007217176881	"Shock experience"
172	"le37"	0.220003630422944	"Shock experience"
1	"le41"	0.5	"Shock experience"
2	"le41"	0.390012703996873	"Shock experience"
3	"le41"	0.389974343793172	"Shock experience"
4	"le41"	0.17001953125	"Shock experience"
5	"le41"	0.259973277343004	"Shock experience"
6	"le41"	0.260029996250469	"Shock experience"
7	"le41"	0.4	"Shock experience"
8	"le41"	0.179998212530164	"Shock experience"
9	"le41"	0.179960388908894	"Shock experience"
10	"le41"	0.0599891422366992	"Shock experience"
11	"le41"	0.300009063717937	"Shock experience"
12	"le41"	0.3	"Shock experience"
13	"le41"	0.0999727841785358	"Shock experience"
14	"le41"	0.569959404600812	"Shock experience"
15	"le41"	0.650022451728783	"Shock experience"
16	"le41"	0.460022313127557	"Shock experience"
17	"le41"	0.0599686949716298	"Shock experience"
18	"le41"	0.00996191034280692	"Shock experience"
19	"le41"	0.590015570260802	"Shock experience"
20	"le41"	0.390028146361078	"Shock experience"
21	"le41"	0.0600101368474404	"Shock experience"
22	"le41"	0.330039326409196	"Shock experience"
23	"le41"	0.329981718464351	"Shock experience"
24	"le41"	0.149963726811069	"Shock experience"
25	"le41"	0	"Shock experience"
26	"le41"	0	"Shock experience"
27	"le41"	0	"Shock experience"
28	"le41"	0.480004133512452	"Shock experience"
29	"le41"	0.550034850144379	"Shock experience"
30	"le41"	0.550019849146487	"Shock experience"
31	"le41"	0.0699939135727328	"Shock experience"
32	"le41"	0.0699838187702265	"Shock experience"
33	"le41"	0.120048382219534	"Shock experience"
34	"le41"	0.119963738920226	"Shock experience"
35	"le41"	0.0199576655579075	"Shock experience"
36	"le41"	0.0199616896864603	"Shock experience"
37	"le41"	0	"Shock experience"
38	"le41"	0.1	"Shock experience"
39	"le41"	0.100030559233982	"Shock experience"
40	"le41"	0.100010163634516	"Shock experience"
41	"le41"	0.409950946040645	"Shock experience"
42	"le41"	0.410011574074074	"Shock experience"
43	"le41"	0.159963895296359	"Shock experience"
44	"le41"	0.15999598756144	"Shock experience"
45	"le41"	0.160035985605758	"Shock experience"
46	"le41"	0.07997997997998	"Shock experience"
47	"le41"	0.0800158447217271	"Shock experience"
48	"le41"	0.0800158055912279	"Shock experience"
49	"le41"	0.279980372914622	"Shock experience"
50	"le41"	0.420034978624174	"Shock experience"
51	"le41"	0.419988390092879	"Shock experience"
52	"le41"	0	"Shock experience"
53	"le41"	0.189968404423381	"Shock experience"
54	"le41"	0.190041249263406	"Shock experience"
55	"le41"	0.289972899728997	"Shock experience"
56	"le41"	0.510023980815348	"Shock experience"
57	"le41"	0.509999061121022	"Shock experience"
58	"le41"	0.410007610350076	"Shock experience"
59	"le41"	0.410001890716582	"Shock experience"
60	"le41"	0.290021877675259	"Shock experience"
61	"le41"	0.28999621785174	"Shock experience"
62	"le41"	0.289985761746559	"Shock experience"
63	"le41"	0.289985761746559	"Shock experience"
64	"le41"	0.289967027790862	"Shock experience"
65	"le41"	0.4699990726143	"Shock experience"
66	"le41"	0.470035574204141	"Shock experience"
67	"le41"	0.470021413276231	"Shock experience"
68	"le41"	0.470015920750044	"Shock experience"
69	"le41"	0.470000875886835	"Shock experience"
70	"le41"	0.179992955265939	"Shock experience"
71	"le41"	0.040007065265389	"Shock experience"
72	"le41"	0.0400140708820684	"Shock experience"
73	"le41"	0.18999649614576	"Shock experience"
74	"le41"	0.280031269000261	"Shock experience"
75	"le41"	0.28	"Shock experience"
76	"le41"	0.279989812377961	"Shock experience"
77	"le41"	0.280013671708109	"Shock experience"
78	"le41"	0.279996593715405	"Shock experience"
79	"le41"	0.369997461714189	"Shock experience"
80	"le41"	0.509967470180999	"Shock experience"
81	"le41"	0.509995953055443	"Shock experience"
82	"le41"	0.509975864843122	"Shock experience"
83	"le41"	0.71998074917783	"Shock experience"
84	"le41"	0.509992536694585	"Shock experience"
85	"le41"	0.680016413623307	"Shock experience"
86	"le41"	0.680012915724895	"Shock experience"
87	"le41"	0.680018999366688	"Shock experience"
88	"le41"	0.229982577077494	"Shock experience"
89	"le41"	0.229989566254285	"Shock experience"
90	"le41"	0.230003713330858	"Shock experience"
91	"le41"	0.229974922554949	"Shock experience"
92	"le41"	0.419994149480766	"Shock experience"
